location,quantile,scenario_id,model_projection_date,target,target end date,type,scenario_name,value,age_group
PA,0.750,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,3872.25,0-130
PA,0.800,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,3888.8,0-130
PA,0.850,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,3926.5,0-130
PA,0.900,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,4069.2000000000003,0-130
PA,0.950,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,4223.650000000001,0-130
PA,0.975,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,4391.325,0-130
PA,0.990,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_optlmm,4491.929999999999,0-130
PA, NA ,C-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Point,lowVE_optlmm,3767.75,0-130
PA,0.010,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4518.52,0-130
PA,0.025,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4520.8,0-130
PA,0.050,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4524.6,0-130
PA,0.100,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4543.9,0-130
PA,0.150,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4663.3,0-130
PA,0.200,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4747.2,0-130
PA,0.250,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4783.25,0-130
PA,0.300,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4799.1,0-130
PA,0.350,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4814.05,0-130
PA,0.400,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,4922.0,0-130
PA,0.450,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5034.0,0-130
PA,0.500,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5119.0,0-130
PA,0.550,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5181.5,0-130
PA,0.600,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5208.0,0-130
PA,0.650,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5266.05,0-130
PA,0.700,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5348.1,0-130
PA,0.750,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5365.75,0-130
PA,0.800,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5482.8,0-130
PA,0.850,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5814.8,0-130
PA,0.900,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5911.3,0-130
PA,0.950,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5924.95,0-130
PA,0.975,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5943.475,0-130
PA,0.990,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Quantile,lowVE_pesImm,5954.59,0-130
PA, NA ,D-2022-11-13,2022-11-13,8 wk ahead inc death,2023.01,Point,lowVE_pesImm,5139.65,0-130
PA,0.010,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1048.87,0-130
PA,0.025,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1069.675,0-130
PA,0.050,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1104.35,0-130
PA,0.100,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1135.9,0-130
PA,0.150,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1160.25,0-130
PA,0.200,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1167.2,0-130
PA,0.250,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1177.0,0-130
PA,0.300,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1187.0,0-130
PA,0.350,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1214.7,0-130
PA,0.400,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1251.4,0-130
PA,0.450,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1291.75,0-130
PA,0.500,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1325.5,0-130
PA,0.550,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1357.45,0-130
PA,0.600,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1382.4,0-130
PA,0.650,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1388.45,0-130
PA,0.700,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1407.7,0-130
PA,0.750,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1446.75,0-130
PA,0.800,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1475.2,0-130
PA,0.850,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1532.3,0-130
PA,0.900,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1535.8,0-130
PA,0.950,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1560.2,0-130
PA,0.975,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1638.0999999999997,0-130
PA,0.990,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_optImm,1684.8399999999997,0-130
PA, NA ,A-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Point,highVE_optImm,1326.3,0-130
PA,0.010,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1412.43,0-130
PA,0.025,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1497.075,0-130
PA,0.050,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1638.15,0-130
PA,0.100,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1656.6,0-130
PA,0.150,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1674.0,0-130
PA,0.200,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1697.0,0-130
PA,0.250,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1702.75,0-130
PA,0.300,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1721.9,0-130
PA,0.350,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1753.4,0-130
PA,0.400,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1785.2,0-130
PA,0.450,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1810.1,0-130
PA,0.500,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1822.5,0-130
PA,0.550,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1830.4,0-130
PA,0.600,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1839.4,0-130
PA,0.650,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1848.6,0-130
PA,0.700,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1887.1999999999998,0-130
PA,0.750,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1958.5,0-130
PA,0.800,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,1983.8,0-130
PA,0.850,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,2020.35,0-130
PA,0.900,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,2030.4,0-130
PA,0.950,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,2059.3,0-130
PA,0.975,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,2128.6499999999996,0-130
PA,0.990,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,highVE_pesImm,2170.2599999999998,0-130
PA, NA ,B-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Point,highVE_pesImm,1822.55,0-130
PA,0.010,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5485.49,0-130
PA,0.025,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5534.225,0-130
PA,0.050,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5615.45,0-130
PA,0.100,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5693.3,0-130
PA,0.150,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5726.5,0-130
PA,0.200,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5804.6,0-130
PA,0.250,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,5950.5,0-130
PA,0.300,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6007.7,0-130
PA,0.350,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6082.9,0-130
PA,0.400,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6124.2,0-130
PA,0.450,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6134.7,0-130
PA,0.500,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6145.0,0-130
PA,0.550,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6167.9,0-130
PA,0.600,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6195.4,0-130
PA,0.650,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6222.3,0-130
PA,0.700,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6261.2,0-130
PA,0.750,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6271.0,0-130
PA,0.800,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6303.4,0-130
PA,0.850,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6379.75,0-130
PA,0.900,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6576.200000000001,0-130
PA,0.950,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6797.25,0-130
PA,0.975,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,6999.124999999999,0-130
PA,0.990,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_optlmm,7120.249999999999,0-130
PA, NA ,C-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Point,lowVE_optlmm,6148.25,0-130
PA,0.010,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7293.73,0-130
PA,0.025,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7312.825,0-130
PA,0.050,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7344.65,0-130
PA,0.100,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7467.7,0-130
PA,0.150,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7572.8,0-130
PA,0.200,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7655.4,0-130
PA,0.250,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7684.0,0-130
PA,0.300,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7739.8,0-130
PA,0.350,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7830.25,0-130
PA,0.400,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7887.4,0-130
PA,0.450,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,7997.8,0-130
PA,0.500,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8203.0,0-130
PA,0.550,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8375.8,0-130
PA,0.600,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8438.6,0-130
PA,0.650,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8450.15,0-130
PA,0.700,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8458.7,0-130
PA,0.750,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8496.5,0-130
PA,0.800,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,8685.800000000001,0-130
PA,0.850,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,9093.05,0-130
PA,0.900,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,9255.1,0-130
PA,0.950,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,9284.9,0-130
PA,0.975,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,9302.95,0-130
PA,0.990,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Quantile,lowVE_pesImm,9313.78,0-130
PA, NA ,D-2022-11-13,2022-11-13,9 wk ahead inc death,2023.02,Point,lowVE_pesImm,8215.4,0-130
PA,0.010,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1675.48,0-130
PA,0.025,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1701.7,0-130
PA,0.050,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1745.4,0-130
PA,0.100,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1798.6,0-130
PA,0.150,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1812.5,0-130
PA,0.200,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1826.8,0-130
PA,0.250,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1842.75,0-130
PA,0.300,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1854.7,0-130
PA,0.350,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1893.1,0-130
PA,0.400,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1928.8,0-130
PA,0.450,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,1997.2,0-130
PA,0.500,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2047.0,0-130
PA,0.550,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2079.25,0-130
PA,0.600,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2115.4,0-130
PA,0.650,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2117.75,0-130
PA,0.700,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2158.7999999999997,0-130
PA,0.750,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2249.25,0-130
PA,0.800,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2270.6,0-130
PA,0.850,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2335.9,0-130
PA,0.900,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2375.0,0-130
PA,0.950,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2384.5,0-130
PA,0.975,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2474.7499999999995,0-130
PA,0.990,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_optImm,2528.8999999999996,0-130
PA, NA ,A-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Point,highVE_optImm,2050.3,0-130
PA,0.010,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2263.0,0-130
PA,0.025,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2377.0,0-130
PA,0.050,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2567.0,0-130
PA,0.100,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2591.5,0-130
PA,0.150,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2607.3,0-130
PA,0.200,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2634.8,0-130
PA,0.250,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2647.0,0-130
PA,0.300,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2660.2,0-130
PA,0.350,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2672.15,0-130
PA,0.400,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2718.6,0-130
PA,0.450,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2759.1,0-130
PA,0.500,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2769.5,0-130
PA,0.550,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2806.9,0-130
PA,0.600,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2854.0,0-130
PA,0.650,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2860.5,0-130
PA,0.700,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2889.5,0-130
PA,0.750,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,2970.75,0-130
PA,0.800,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3058.8,0-130
PA,0.850,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3072.2999999999997,0-130
PA,0.900,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3109.4,0-130
PA,0.950,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3130.0,0-130
PA,0.975,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3206.0,0-130
PA,0.990,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,highVE_pesImm,3251.6,0-130
PA, NA ,B-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Point,highVE_pesImm,2802.3,0-130
PA,0.010,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8249.42,0-130
PA,0.025,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8340.05,0-130
PA,0.050,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8491.1,0-130
PA,0.100,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8560.1,0-130
PA,0.150,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8694.35,0-130
PA,0.200,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,8742.6,0-130
PA,0.250,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9007.0,0-130
PA,0.300,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9093.0,0-130
PA,0.350,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9132.65,0-130
PA,0.400,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9176.8,0-130
PA,0.450,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9210.15,0-130
PA,0.500,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9233.0,0-130
PA,0.550,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9253.15,0-130
PA,0.600,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9277.6,0-130
PA,0.650,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9319.65,0-130
PA,0.700,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9374.3,0-130
PA,0.750,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9382.5,0-130
PA,0.800,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9410.2,0-130
PA,0.850,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9518.6,0-130
PA,0.900,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,9585.800000000001,0-130
PA,0.950,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,10025.6,0-130
PA,0.975,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,10202.3,0-130
PA,0.990,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_optlmm,10308.32,0-130
PA, NA ,C-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Point,lowVE_optlmm,9193.15,0-130
PA,0.010,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,10795.97,0-130
PA,0.025,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,10842.425,0-130
PA,0.050,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,10919.85,0-130
PA,0.100,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11121.5,0-130
PA,0.150,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11163.4,0-130
PA,0.200,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11200.6,0-130
PA,0.250,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11221.75,0-130
PA,0.300,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11388.4,0-130
PA,0.350,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11509.35,0-130
PA,0.400,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11638.4,0-130
PA,0.450,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,11833.6,0-130
PA,0.500,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12075.0,0-130
PA,0.550,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12212.45,0-130
PA,0.600,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12227.4,0-130
PA,0.650,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12254.25,0-130
PA,0.700,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12279.3,0-130
PA,0.750,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12318.25,0-130
PA,0.800,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12456.2,0-130
PA,0.850,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,12974.85,0-130
PA,0.900,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,13016.3,0-130
PA,0.950,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,13106.85,0-130
PA,0.975,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,13257.425,0-130
PA,0.990,D-2022-11-13,2022-11-13,10 wk ahead inc death,2023.03,Quantile,lowVE_pesImm,13347.77,0-130
